Ticker,Volume,Market Capitalization,Sector,Country,Number of Employees,Industry,Exchange
CABO,17025,10815708303,Consumer Services,United States,2751,Cable/Satellite TV,NYSE
NKLA,30117055,10798247680,Consumer Durables,United States,256,Motor Vehicles,NASDAQ
CNP,3685889,10752220080,Utilities,United States,14262,Electric Utilities,NYSE
ZEN,2417259,10750951120,Technology Services,United States,3570,Data Processing Services,NYSE
QDEL,581543,10731164490,Health Technology,United States,1250,Medical Specialties,NASDAQ
AYX,812803,10725293559,Technology Services,United States,1200,Packaged Software,NYSE
BKR,7759308,10722922950,Industrial Services,United States,68000,Oilfield Services/Equipment,NYSE
DISCA,2344248,10716586137,Consumer Services,United States,9200,Cable/Satellite TV,NASDAQ
LVGO,4381146,10674769210,Technology Services,United States,615,Packaged Software,NASDAQ
RCL,7006491,10643039550,Consumer Services,United States,85400,Hotels/Resorts/Cruise lines,NYSE
DVA,446201,10636794000,Health Services,United States,65000,Medical/Nursing Services,NYSE
AVTR,2983144,10632394080,Process Industries,United States,12000,Chemicals: Specialty,NYSE
HAS,1653489,10630683490,Consumer Durables,United States,5600,Recreational Products,NASDAQ
IEP,34321,10604009320,Producer Manufacturing,United States,28033,Industrial Conglomerates,NASDAQ
KGC,14611396,10588992000,Non-Energy Minerals,Canada,,Precious Metals,NYSE
CXO,855354,10515956220,Energy Minerals,United States,1453,Oil & Gas Production,NYSE
RF,6263431,10483200000,Finance,United States,19564,Major Banks,NYSE
EMN,757780,10414916160,Process Industries,United States,14500,Chemicals: Major Diversified,NYSE
L,751272,10376324100,Finance,United States,18605,Property/Casualty Insurance,NYSE
PPD,572692,10370374000,Commercial Services,United States,23000,Miscellaneous Commercial Services,NASDAQ
DNB,658373,10338975840,Technology Services,United States,4215,Packaged Software,NYSE
TECH,72028,10322885610,Health Technology,United States,2255,Biotechnology,NASDAQ
RPM,884423,10319137790,Process Industries,United States,14957,Industrial Specialties,NYSE
LYV,1142533,10315259200,Consumer Services,United States,10500,Movies/Entertainment,NYSE
BAH,665081,10267394760,Commercial Services,United States,27200,Miscellaneous Commercial Services,NYSE
CVNA,1247365,10260577600,Retail Trade,United States,7324,Specialty Stores,NYSE
ZNGA,14140625,10247245500,Technology Services,United States,1883,Internet Software/Services,NASDAQ
AES,4226584,10239583200,Utilities,United States,,Electric Utilities,NYSE
DRI,1783746,10213684560,Consumer Services,United States,177000,Restaurants,NYSE
BEN,3001810,10203303600,Finance,United States,9600,Investment Managers,NYSE
HEI.A,383938,10199386449,Electronic Technology,United States,5900,Aerospace & Defense,NYSE
AAP,755822,10176533724,Retail Trade,United States,67000,Specialty Stores,NYSE
LII,389095,10167148120,Producer Manufacturing,United States,11200,Building Products,NYSE
BAP,116951,10151246105,Finance,Peru,35846,Regional Banks,NYSE
SAM,637190,10113810233,Consumer Non-Durables,United States,2128,Beverages: Alcoholic,NYSE
CNHI,1078046,10058766500,Producer Manufacturing,United Kingdom,63499,Trucks/Construction/Farm Machinery,NYSE
AVY,1467750,10029671360,Process Industries,United States,30000,Containers/Packaging,NYSE
CG,453918,10001386890,Finance,United States,1775,Investment Managers,NASDAQ
FNF,1205771,9984077460,Finance,United States,25063,Specialty Insurance,NYSE
LW,945024,9899983810,Consumer Non-Durables,United States,7600,Food: Specialty/Candy,NYSE
RJF,594694,9882675720,Finance,United States,18910,Investment Banks/Brokers,NYSE
TW,636903,9856079927,Technology Services,United States,919,Internet Software/Services,NASDAQ
WHR,1128284,9839305710,Consumer Durables,United States,77000,Electronics/Appliances,NYSE
CBOE,720590,9815551200,Finance,United States,823,Investment Banks/Brokers,NYSE ARCA
FBHS,832766,9794237000,Producer Manufacturing,United States,24700,Building Products,NYSE
PKG,393770,9748891412,Process Industries,United States,15500,Containers/Packaging,NYSE
HUBS,258670,9719681609,Technology Services,United States,3387,Information Technology Services,NYSE
AVLR,492627,9718875639,Technology Services,United States,1452,Packaged Software,NYSE
HBAN,10270786,9718176000,Finance,United States,,Regional Banks,NASDAQ
ICLR,271059,9717278528,Health Technology,Ireland,14650,Pharmaceuticals: Other,NASDAQ
GWRE,531064,9702115200,Technology Services,United States,2355,Information Technology Services,NYSE
GBOOF,3922,9622106020,Finance,Mexico,,Regional Banks,OTC
ERIE,29106,9605145000,Finance,United States,5700,Property/Casualty Insurance,NASDAQ
DISCK,1158270,9591724613,Consumer Services,United States,9200,Cable/Satellite TV,NASDAQ
NTAP,1989767,9582451200,Electronic Technology,United States,10800,Computer Peripherals,NASDAQ
HSIC,926966,9568934680,Distribution Services,United States,19000,Medical Distributors,NASDAQ
UAL,38446609,9567553920,Transportation,United States,96000,Airlines,NASDAQ
CRL,255974,9542655342,Commercial Services,United States,17100,Miscellaneous Commercial Services,NYSE
CCK,963580,9528309700,Process Industries,United States,33000,Containers/Packaging,NYSE
IMMU,3215541,9515389000,Health Technology,United States,366,Biotechnology,NASDAQ
XRAY,1238521,9473019200,Health Technology,United States,15200,Medical Specialties,NASDAQ
TXG,427501,9458357179,Health Technology,United States,584,Biotechnology,NASDAQ
MMP,999095,9425345280,Industrial Services,United States,1884,Oil & Gas Pipelines,NYSE
PTC,702043,9424514700,Technology Services,United States,6055,Packaged Software,NASDAQ
ELAN,3159663,9409909460,Process Industries,United States,5760,Agricultural Commodities/Milling,NYSE
NI,2722229,9393887460,Utilities,United States,8363,Gas Distributors,NYSE
LYFT,7728403,9333148914,Technology Services,United States,5683,Packaged Software,NASDAQ
ALLE,873738,9317418068,Producer Manufacturing,Ireland,11000,Building Products,NYSE
IPGP,383655,9295208004,Electronic Technology,United States,5960,Semiconductors,NASDAQ
FFIV,675661,9276972810,Electronic Technology,United States,5325,Computer Communications,NASDAQ
ALB,586047,9254005760,Process Industries,United States,6000,Chemicals: Specialty,NYSE
WU,4746688,9233035350,Finance,United States,11500,Finance/Rental/Leasing,NYSE
VST,4421758,9224352640,Utilities,United States,5475,Electric Utilities,NYSE
CNA,121775,9210501440,Finance,United States,5900,Multi-Line Insurance,NYSE
UHS,656988,9178811591,Health Services,United States,80800,Hospital/Nursing Management,NYSE
PNW,849042,9154680340,Utilities,United States,97,Electric Utilities,NYSE
RNR,162482,9152985456,Finance,Bermuda,566,Property/Casualty Insurance,NYSE
EQH,1926393,9146165000,Finance,United States,7900,Financial Conglomerates,NYSE
ENTG,1572409,9146120960,Electronic Technology,United States,5300,Semiconductors,NASDAQ
CHGG,1896031,9078089320,Commercial Services,United States,1401,Miscellaneous Commercial Services,NYSE
SJR,380258,9051763583,Consumer Services,Canada,,Cable/Satellite TV,NYSE
CCC,430551,8970632280,Commercial Services,United Kingdom,4203,Miscellaneous Commercial Services,NYSE
RE,294905,8957487870,Finance,Bermuda,1603,Property/Casualty Insurance,NYSE
RGLD,413321,8935424875,Non-Energy Minerals,United States,23,Precious Metals,NASDAQ
GGG,603031,8892364740,Producer Manufacturing,United States,3700,Industrial Machinery,NYSE
WSO.B,427,8832751925,Producer Manufacturing,United States,5800,Building Products,NYSE
DBX,3985609,8822111129,Technology Services,United States,2801,Data Processing Services,NASDAQ
WSO,397883,8719595117,Producer Manufacturing,United States,5800,Building Products,NYSE
CIEN,2618222,8714687680,Electronic Technology,United States,6383,Telecommunications Equipment,NYSE
SVYSF,121,8635767959,Process Industries,Belgium,24155,Chemicals: Specialty,OTC
GL,773296,8554422060,Finance,United States,3196,Life/Health Insurance,NYSE
SEDG,1001859,8516610960,Producer Manufacturing,Israel,2431,Electrical Products,NASDAQ
LKQ,2539679,8498945280,Consumer Durables,United States,51000,Automotive Aftermarket,NASDAQ
GNRC,388612,8477672875,Producer Manufacturing,United States,5689,Electrical Products,NYSE
ON,5725034,8393129870,Electronic Technology,United States,34800,Semiconductors,NASDAQ
NRG,5891158,8345334530,Utilities,United States,4577,Electric Utilities,NYSE
AOS,929149,8268131010,Producer Manufacturing,United States,15100,Building Products,NYSE
MYL,4166471,8250474120,Health Technology,United Kingdom,35000,Pharmaceuticals: Generic,NASDAQ
IONS,486410,8212972950,Health Technology,United States,817,Biotechnology,NASDAQ
FSLY,4722349,8190079497,Technology Services,United States,630,Information Technology Services,NYSE
PEGA,282962,8162844144,Technology Services,United States,5155,Information Technology Services,NASDAQ
FWONK,839835,8128877920,Consumer Services,United States,6667,Movies/Entertainment,NASDAQ
ASMIY,506,8124039000,Electronic Technology,Netherlands,2337,Semiconductors,OTC
JNPR,3032015,8111496960,Technology Services,United States,9419,Information Technology Services,NYSE
SMG,197566,8105526684,Process Industries,United States,5600,Chemicals: Agricultural,NYSE
DOX,556527,8079420000,Technology Services,United States,,Information Technology Services,NASDAQ
GLIBA,298950,8042821047,Communications,United States,2051,Specialty Telecommunications,NASDAQ
CACC,55165,8035993845,Finance,United States,2016,Finance/Rental/Leasing,NASDAQ
BWA,1427734,7952411600,Producer Manufacturing,United States,29000,Auto Parts: OEM,NYSE
WYNN,3446925,7918589880,Consumer Services,United States,30200,Casinos/Gaming,NASDAQ
ALLY,2919125,7917867660,Finance,United States,8700,Regional Banks,NYSE
TAP,1574596,7903144139,Consumer Non-Durables,United States,17700,Beverages: Alcoholic,NYSE
SEIC,635523,7835958040,Finance,United States,3756,Investment Managers,NASDAQ
WRK,2008444,7832093550,Process Industries,United States,51100,Containers/Packaging,NYSE
TXT,1251853,7819605750,Electronic Technology,United States,35000,Aerospace & Defense,NYSE
MTN,299538,7790165180,Consumer Services,United States,39000,Hotels/Resorts/Cruise lines,NYSE
MGM,16267307,7787912220,Consumer Services,United States,70000,Casinos/Gaming,NYSE
BYND,2700867,7785188803,Consumer Non-Durables,United States,472,Food: Major Diversified,NASDAQ
AQN,722337,7763877250,Utilities,Canada,2469,Electric Utilities,NYSE
NVAX,4819339,7762395298,Health Technology,United States,165,Biotechnology,NASDAQ
HRC,409797,7736411320,Health Technology,United States,10000,Medical Specialties,NYSE
PAAS,3761286,7724505900,Non-Energy Minerals,Canada,12250,Precious Metals,NASDAQ
TREX,378021,7718773944,Non-Energy Minerals,United States,1173,Forest Products,NYSE
GH,400388,7717670880,Health Services,United States,622,Medical/Nursing Services,NASDAQ
ACI,2298928,7717124970,Retail Trade,United States,,Food Retail,NYSE
SNA,419306,7704707850,Consumer Durables,United States,12800,Tools & Hardware,NYSE
Y,77546,7684308900,Finance,United States,10786,Property/Casualty Insurance,NYSE
KNX,1896764,7660715530,Transportation,United States,23600,Trucking,NYSE
ATR,244683,7628601180,Process Industries,United States,14000,Containers/Packaging,NYSE
FWONA,50673,7626036840,Consumer Services,United States,6667,Movies/Entertainment,NASDAQ
TTC,831950,7618999660,Producer Manufacturing,United States,9329,Trucks/Construction/Farm Machinery,NYSE
PRGO,403479,7605540000,Health Technology,Ireland,11200,Pharmaceuticals: Other,NYSE
COG,3715775,7588868000,Energy Minerals,United States,274,Integrated Oil,NYSE
ESTC,672780,7574809414,Technology Services,United States,1343,Packaged Software,NYSE
EXEL,1811366,7540744810,Health Technology,United States,617,Biotechnology,NASDAQ
PEN,141671,7530930462,Health Technology,United States,2700,Medical Specialties,NYSE
NYT,1159750,7499880000,Consumer Services,United States,4500,Publishing: Newspapers,NYSE
CHE,37574,7496736580,Health Services,United States,16641,Medical/Nursing Services,NYSE
NWSA,921839,7479669770,Consumer Services,United States,28000,Publishing: Newspapers,NASDAQ
NWS,249935,7479669770,Consumer Services,United States,28000,Publishing: Newspapers,NASDAQ
ENPH,3511560,7468895800,Electronic Technology,United States,577,Semiconductors,NASDAQ
HLF,1268463,7464157800,Distribution Services,Cayman Islands,9500,Medical Distributors,NYSE
G,957450,7443674160,Commercial Services,Bermuda,96500,Miscellaneous Commercial Services,NYSE
OLED,368414,7381007802,Electronic Technology,United States,309,Electronic Components,NASDAQ
NUAN,1373692,7374925620,Technology Services,United States,8100,Packaged Software,NASDAQ
PGPEF,327,7370727402,Commercial Services,France,83235,Advertising/Marketing Services,OTC
NWL,2977686,7269074000,Producer Manufacturing,United States,30000,Industrial Conglomerates,NASDAQ
FTCH,6866049,7263151830,Technology Services,United Kingdom,4532,Internet Software/Services,NYSE
IPG,4616154,7227339700,Commercial Services,United States,54300,Advertising/Marketing Services,NYSE
XPO,630959,7221767200,Transportation,United States,100000,Trucking,NYSE
ANGI,4708808,7219586575,Technology Services,United States,5000,Internet Software/Services,NASDAQ
FIVN,773953,7216018600,Technology Services,United States,1210,Information Technology Services,NASDAQ
LNC,982451,7189865040,Finance,United States,11357,Life/Health Insurance,NYSE
HUBB,148932,7186523849,Producer Manufacturing,United States,18800,Electrical Products,NYSE
HII,192921,7166379558,Electronic Technology,United States,42000,Aerospace & Defense,NYSE
CREE,593694,7143968000,Electronic Technology,United States,5319,Electronic Components,NASDAQ
WLK,383014,7143248400,Process Industries,United States,9430,Chemicals: Major Diversified,NYSE
PCTY,242394,7084430952,Technology Services,United States,3050,Packaged Software,NASDAQ
WEX,283362,7032896640,Technology Services,United States,5000,Data Processing Services,NYSE
PNR,1359712,7031223420,Producer Manufacturing,United Kingdom,9500,Miscellaneous Manufacturing,NYSE
RGEN,375695,7027793852,Health Technology,United States,761,Pharmaceuticals: Major,NASDAQ
LEA,309271,6986026164,Producer Manufacturing,United States,164100,Auto Parts: OEM,NYSE
OLLI,1496542,6953411475,Retail Trade,United States,8300,Department Stores,NASDAQ
FND,1074020,6953109860,Retail Trade,United States,7317,Home Improvement Chains,NYSE
AMED,143220,6953109408,Health Services,United States,21300,Medical/Nursing Services,NASDAQ
REYN,285561,6920133000,Consumer Non-Durables,United States,5100,Household/Personal Care,NASDAQ
PSXP,337811,6916418600,Industrial Services,United States,,Oil & Gas Pipelines,NYSE
MORN,115210,6902527030,Finance,United States,6737,Investment Managers,NASDAQ
DLB,288714,6845833552,Consumer Services,United States,2193,Movies/Entertainment,NYSE
SCI,857052,6838948160,Consumer Services,United States,24594,Other Consumer Services,NYSE
UGI,946740,6837405610,Utilities,United States,12800,Gas Distributors,NYSE
PFPT,589568,6804778750,Technology Services,United States,3368,Data Processing Services,NASDAQ
BTG,8135843,6791134700,Non-Energy Minerals,Canada,4217,Precious Metals,NYSE ARCA
HWM,1841937,6781401650,Non-Energy Minerals,United States,41700,Aluminum,NYSE
ACAD,1371079,6773719060,Health Technology,United States,503,Biotechnology,NASDAQ
NVCR,775573,6729480000,Health Technology,United Kingdom,782,Medical Specialties,NASDAQ
KGFHF,1783,6668010800,Retail Trade,United Kingdom,77000,Home Improvement Chains,OTC
OC,780262,6660260160,Process Industries,United States,19000,Containers/Packaging,NYSE
BRKR,278144,6621093900,Health Technology,United States,7230,Medical Specialties,NASDAQ
NCNO,328408,6619246504,Technology Services,United States,877,Packaged Software,NASDAQ
WSM,738524,6602516690,Retail Trade,United States,27000,Specialty Stores,NYSE
OGE,1237740,6599571930,Utilities,United States,2425,Electric Utilities,NYSE
CSL,429150,6595423032,Producer Manufacturing,United States,15000,Miscellaneous Manufacturing,NYSE
FSLR,1150311,6583179120,Electronic Technology,United States,6600,Electronic Components,NASDAQ
MKSI,235279,6579226710,Electronic Technology,United States,5500,Electronic Equipment/Instruments,NASDAQ
EHC,392926,6564712804,Health Services,United States,31570,Hospital/Nursing Management,NYSE
CF,1553258,6537912260,Process Industries,United States,3000,Chemicals: Agricultural,NYSE
RP,1166416,6525787500,Technology Services,United States,7000,Information Technology Services,NASDAQ
PRAH,299119,6521634250,Commercial Services,United States,17500,Miscellaneous Commercial Services,NASDAQ
RS,575638,6519999960,Non-Energy Minerals,United States,15300,Steel,NYSE
GLOB,293305,6515119931,Technology Services,Luxembourg,11855,Information Technology Services,NYSE
CBSH,371208,6509065880,Finance,United States,4835,Regional Banks,NASDAQ
AZPN,393227,6505843248,Technology Services,United States,1600,Packaged Software,NASDAQ
ATH,667351,6485139360,Finance,Bermuda,1325,Specialty Insurance,NYSE
BILL,717125,6472879224,Technology Services,United States,544,Packaged Software,NYSE
BFAM,270541,6456434346,Commercial Services,United States,33800,Miscellaneous Commercial Services,NYSE
GNTX,3651960,6437684880,Producer Manufacturing,United States,5874,Auto Parts: OEM,NASDAQ
FANG,1026043,6427845680,Energy Minerals,United States,712,Oil & Gas Production,NASDAQ
AIZ,296156,6370269117,Finance,United States,14200,Multi-Line Insurance,NYSE
ST,1101888,6352488040,Electronic Technology,United States,21050,Electronic Equipment/Instruments,NYSE
GRUB,1467060,6350304015,Retail Trade,United States,2714,Specialty Stores,NYSE
BERY,1203337,6336664000,Process Industries,United States,48000,Containers/Packaging,NYSE
LITE,929211,6326803000,Producer Manufacturing,United States,5161,Electrical Products,NASDAQ
BG,895876,6301553830,Process Industries,United States,24000,Agricultural Commodities/Milling,NYSE
CLR,2296430,6287934660,Energy Minerals,United States,1260,Oil & Gas Production,NYSE
SNX,290871,6268449831,Distribution Services,United States,235000,Electronics Distributors,NYSE
JAZZ,629932,6248111541,Health Technology,Ireland,1620,Pharmaceuticals: Other,NASDAQ
XLRN,633594,6229890425,Health Technology,United States,237,Biotechnology,NASDAQ
UHAL,39803,6205280466,Finance,United States,30000,Finance/Rental/Leasing,NASDAQ
GFL,780384,6205103745,Transportation,Canada,11500,Trucking,NYSE
VOYA,617849,6204728220,Finance,United States,6000,Life/Health Insurance,NYSE
GOCO,4509774,6202658329,Finance,United States,,Insurance Brokers/Services,NASDAQ
SYNH,647459,6201180570,Health Services,United States,24000,Services to the Health Industry,NASDAQ
AEG,1615682,6197211240,Finance,Netherlands,23757,Multi-Line Insurance,NYSE
CRSP,986175,6178982290,Health Technology,Switzerland,304,Biotechnology,NASDAQ
THO,555003,6161290056,Consumer Durables,United States,21750,Recreational Products,NYSE
CVE,6847603,6156638700,Energy Minerals,Canada,2361,Oil & Gas Production,NYSE
FIVE,679652,6140805174,Retail Trade,United States,16600,Discount Stores,NASDAQ
DCI,217190,6094553280,Process Industries,United States,14100,Industrial Specialties,NYSE
MHK,1553072,6092904728,Consumer Durables,United States,41800,Home Furnishings,NYSE
CGC,2325071,6092895330,Process Industries,Canada,4434,Agricultural Commodities/Milling,NYSE
MANH,758459,6060982980,Technology Services,United States,3400,Packaged Software,NASDAQ
FAF,949492,6059942460,Finance,United States,18412,Specialty Insurance,NYSE
ADT,1155601,6053046680,Commercial Services,United States,17500,Miscellaneous Commercial Services,NYSE
PLAN,2460693,6049009200,Technology Services,United States,1601,Packaged Software,NYSE
BHC,3311323,6048095350,Health Technology,Canada,21700,Pharmaceuticals: Other,NYSE
RHI,1278822,6042963460,Commercial Services,United States,205600,Personnel Services,NYSE
CASY,243276,6040535956,Retail Trade,United States,37153,Specialty Stores,NASDAQ
SBNY,340600,6037948722,Finance,United States,1472,Regional Banks,NASDAQ
TNDM,988417,6028931930,Health Technology,United States,1043,Medical Specialties,NASDAQ
VIR,626359,6009662700,Health Technology,United States,229,Biotechnology,NASDAQ
AUY,32013036,5995483200,Non-Energy Minerals,Canada,9759,Precious Metals,NYSE
LPLA,469517,5989728395,Finance,United States,4343,Investment Banks/Brokers,NASDAQ
ALV,279454,5980252293,Producer Manufacturing,Sweden,59000,Auto Parts: OEM,NYSE
POST,282986,5965513750,Consumer Non-Durables,United States,10100,Food: Specialty/Candy,NYSE
ZI,1243794,5944849721,Technology Services,United States,,Internet Software/Services,NASDAQ
LHCG,150393,5933602624,Health Services,United States,30399,Medical/Nursing Services,NASDAQ
TECK,4706443,5932387000,Non-Energy Minerals,Canada,10100,Other Metals/Minerals,NYSE
NHYKF,2398,5876756975,Non-Energy Minerals,Norway,36310,Aluminum,OTC
IPHI,468553,5869937580,Electronic Technology,United States,685,Semiconductors,NYSE
ACM,494961,5857546740,Industrial Services,United States,86000,Engineering & Construction,NYSE
STLD,1465293,5853539560,Non-Energy Minerals,United States,8385,Steel,NASDAQ
INGR,429315,5850091550,Process Industries,United States,11000,Agricultural Commodities/Milling,NYSE
PII,738077,5845633192,Consumer Durables,United States,14000,Recreational Products,NYSE
PAA,2308788,5824424000,Industrial Services,United States,5000,Oil & Gas Pipelines,NYSE
SC,906175,5821869340,Finance,United States,5175,Finance/Rental/Leasing,NYSE
ESLT,11553,5806309240,Electronic Technology,Israel,16575,Aerospace & Defense,NASDAQ
SEE,1041638,5798446750,Process Industries,United States,16500,Containers/Packaging,NYSE
AAL,53761416,5792509790,Transportation,United States,133700,Airlines,NASDAQ
HDS,601823,5776706040,Distribution Services,United States,11500,Wholesale Distributors,NASDAQ
DECK,288331,5761737110,Consumer Non-Durables,United States,3600,Apparel/Footwear,NYSE
DLAKF,3485,5744310230,Transportation,Germany,138353,Airlines,OTC
DNKN,786568,5740407974,Consumer Services,United States,1114,Restaurants,NASDAQ
SWI,582415,5728023180,Technology Services,United States,3251,Packaged Software,NYSE
ARMK,1595010,5724278560,Consumer Services,United States,283500,Restaurants,NYSE
VRM,562295,5646613000,Retail Trade,United States,,Specialty Stores,NASDAQ
PWR,607195,5599479960,Industrial Services,United States,40300,Engineering & Construction,NYSE
SMAR,1306770,5588970750,Technology Services,United States,1588,Packaged Software,NYSE
SRCL,343575,5576437000,Industrial Services,United States,19500,Environmental Services,NASDAQ
AFG,188040,5561201230,Finance,United States,6800,Property/Casualty Insurance,NYSE
BJ,1019282,5553982490,Retail Trade,United States,27231,Specialty Stores,NYSE
ZION,1520068,5514580140,Finance,United States,10188,Regional Banks,NASDAQ
RH,520142,5491183150,Retail Trade,United States,5100,Specialty Stores,NYSE
BPY,2364169,5453926400,Finance,Bermuda,22000,Real Estate Development,NASDAQ
LECO,342917,5435692110,Producer Manufacturing,United States,11000,Industrial Machinery,NASDAQ
AAXN,664929,5433984606,Electronic Technology,United States,1323,Aerospace & Defense,NASDAQ
CLGX,768292,5416720030,Technology Services,United States,5100,Data Processing Services,NYSE
IAA,996018,5392786740,Retail Trade,United States,3800,Specialty Stores,NYSE
SON,288226,5388670590,Process Industries,United States,23000,Containers/Packaging,NYSE
RGA,592827,5381262649,Finance,United States,3188,Life/Health Insurance,NYSE
FLIR,660357,5360596740,Electronic Technology,United States,4265,Aerospace & Defense,NASDAQ
APA,6780550,5359449200,Energy Minerals,United States,3163,Oil & Gas Production,NASDAQ
OSK,149090,5353760555,Producer Manufacturing,United States,15400,Trucks/Construction/Farm Machinery,NYSE
ALLO,631664,5353091730,Health Technology,United States,206,Biotechnology,NASDAQ
AXTA,1786968,5350017060,Process Industries,United States,14000,Industrial Specialties,NYSE
CDK,435150,5341155600,Commercial Services,United States,9000,Miscellaneous Commercial Services,NASDAQ
FHN,6278747,5333561360,Finance,United States,5017,Regional Banks,NYSE
LB,4142329,5331538510,Retail Trade,United States,94400,Apparel/Footwear Retail,NYSE
NLSN,1290642,5322186680,Commercial Services,United States,46000,Advertising/Marketing Services,NYSE
COLM,243377,5316636831,Consumer Non-Durables,United States,8900,Apparel/Footwear,NASDAQ
BC,600414,5307148495,Consumer Durables,United States,12828,Recreational Products,NYSE
FLEX,2266030,5301250500,Electronic Technology,Singapore,160000,Electronic Components,NASDAQ
ARW,462648,5298276330,Distribution Services,United States,19300,Electronics Distributors,NYSE
RETA,133776,5283862090,Health Technology,United States,220,Pharmaceuticals: Major,NASDAQ
CHDN,189903,5243237712,Consumer Services,United States,5500,Casinos/Gaming,NASDAQ
NBL,11154796,5226524820,Energy Minerals,United States,2282,Oil & Gas Production,NASDAQ
JSNSF,680,5225536303,Retail Trade,United Kingdom,,Food Retail,OTC
WEN,3991569,5222150850,Consumer Services,United States,13300,Restaurants,NASDAQ
PB,403423,5220503838,Finance,United States,3901,Regional Banks,NYSE
CMA,1404005,5201380000,Finance,United States,7948,Major Banks,NYSE
RL,652287,5192785940,Retail Trade,United States,24900,Apparel/Footwear Retail,NYSE
MOS,2812587,5181203400,Process Industries,United States,12600,Chemicals: Agricultural,NYSE
ARES,1009939,5171238400,Finance,United States,1200,Investment Managers,NYSE
JLL,279117,5166157836,Finance,United States,93400,Real Estate Development,NYSE
LAD,517091,5159301312,Retail Trade,United States,14320,Specialty Stores,NYSE
CACI,117074,5131402665,Technology Services,United States,22100,Information Technology Services,NYSE
ITT,227692,5131398000,Producer Manufacturing,United States,10500,Industrial Machinery,NYSE
EEFT,297045,5130254139,Technology Services,United States,7700,Data Processing Services,NASDAQ
BWXT,342752,5125203252,Utilities,United States,6450,Electric Utilities,NYSE
KMPR,200093,5119569922,Finance,United States,8900,Multi-Line Insurance,NYSE
SPCE,20508332,5114921240,Electronic Technology,United States,906,Aerospace & Defense,NYSE
PBCT,5354483,5095896000,Finance,United States,6499,Major Banks,NASDAQ
H,613970,5087907797,Consumer Services,United States,55000,Hotels/Resorts/Cruise lines,NYSE
SITE,234402,5087118848,Distribution Services,United States,4600,Wholesale Distributors,NYSE
MRTX,263725,5086085296,Health Technology,United States,111,Biotechnology,NASDAQ
EWBC,647509,5038316460,Finance,United States,3300,Regional Banks,NASDAQ
FSV,125045,5033241067,Finance,Canada,,Real Estate Development,NASDAQ
ORI,3393285,5031084150,Finance,United States,9000,Property/Casualty Insurance,NYSE
RUN,5182775,5015372440,Utilities,United States,4800,Electric Utilities,NASDAQ
WWD,298366,4983790896,Producer Manufacturing,United States,9000,Industrial Machinery,NASDAQ
UAA,8881888,4954154630,Consumer Non-Durables,United States,16400,Apparel/Footwear,NYSE
JBL,677259,4953884600,Electronic Technology,United States,200000,Electronic Components,NYSE
NOV,7236293,4945961020,Industrial Services,United States,35479,Oilfield Services/Equipment,NYSE
UTHR,289767,4940820798,Health Technology,United States,920,Pharmaceuticals: Other,NASDAQ
SERV,586716,4934369000,Consumer Services,United States,12000,Other Consumer Services,NYSE
QTWO,397939,4914859908,Technology Services,United States,1574,Information Technology Services,NYSE
NATI,325681,4899924400,Technology Services,United States,7300,Packaged Software,NASDAQ
LEVI,1945528,4889824717,Consumer Non-Durables,United States,15800,Apparel/Footwear,NYSE
PRI,77910,4882877460,Finance,United States,2803,Life/Health Insurance,NYSE
ADPT,1181167,4876721220,Commercial Services,United States,453,Miscellaneous Commercial Services,NASDAQ
HBI,5184211,4862048950,Consumer Non-Durables,United States,63000,Apparel/Footwear,NYSE
MYOK,288857,4861681626,Health Technology,United States,235,Pharmaceuticals: Other,NASDAQ
SDGR,1427042,4827615894,Technology Services,United States,394,Packaged Software,NASDAQ
NYCB,2711042,4801747950,Finance,United States,2786,Savings Banks,NYSE
IVZ,4149620,4790874240,Finance,United States,8821,Investment Managers,NYSE
HELE,118523,4777418314,Consumer Durables,Bermuda,1650,Electronics/Appliances,NASDAQ
BL,322946,4775945020,Technology Services,United States,1055,Packaged Software,NASDAQ
RBA,171745,4771238550,Commercial Services,Canada,2400,Miscellaneous Commercial Services,NYSE
AN,1580348,4770665970,Retail Trade,United States,25000,Specialty Stores,NYSE
SKX,5562021,4770270641,Consumer Non-Durables,United States,13100,Apparel/Footwear,NYSE
CHH,279197,4759586262,Consumer Services,United States,1807,Hotels/Resorts/Cruise lines,NYSE
LEG,857421,4753539000,Consumer Durables,United States,22000,Home Furnishings,NYSE
AGCO,342145,4746618520,Producer Manufacturing,United States,20961,Trucks/Construction/Farm Machinery,NYSE
FLO,450855,4745604820,Consumer Non-Durables,United States,9700,Food: Specialty/Candy,NYSE
LSTR,301260,4734878915,Transportation,United States,1333,Trucking,NASDAQ
PENN,6785736,4728182875,Consumer Services,United States,28300,Casinos/Gaming,NASDAQ
APPF,58333,4720100706,Technology Services,United States,1240,Information Technology Services,NASDAQ
GMED,330924,4714340507,Health Technology,United States,2000,Medical Specialties,NYSE
CCJ,1588861,4713954180,Non-Energy Minerals,Canada,1885,Other Metals/Minerals,NYSE
GPS,8328043,4713204020,Retail Trade,United States,129000,Apparel/Footwear Retail,NYSE
EBS,1369107,4711686386,Health Technology,United States,1834,Biotechnology,NYSE
ASH,243888,4704081360,Process Industries,United States,4700,Chemicals: Specialty,NYSE
ARWR,797905,4702930330,Health Technology,United States,134,Biotechnology,NASDAQ
